"Mantel","Cohen","Samp_Size","Spread","Area","Scenario","Class","MC"
0.20172386548171,0.387755288800273,200,"Medium","Medium","Spread","13",1
0.331520000749077,0.510452642272676,200,"High","Large","Spread","13",1
0.116237660218009,0.0828483893969227,200,"Low","Small","Area","13",1
0.183281324716868,0.199872988959956,200,"Medium","Medium","Area","13",1
0.217050920548085,0.300428118373454,200,"High","Large","Area","13",1
0.3256315,0.408094827013786,10000,NA,NA,"All","14",1
0.070015411774886,0.108234195167639,1321,"Low","Small","Allsmall","14",1
0.169834497542607,0.252583321905598,3850,"Medium","Medium","Allmedium","14",1
0.272351120436939,0.364290630693043,7565,"High","Large","Alllarge","14",1
0.075180869346641,0.106110575115503,200,"Low","Small","Spread","14",1
0.289134932008684,0.410428989958549,200,"Medium","Medium","Spread","14",1
0.35835100034256,0.493246286048186,200,"High","Large","Spread","14",1
0.0453601330501147,0.0888142288333517,200,"Low","Small","Area","14",1
0.200690059430987,0.252440679497326,200,"Medium","Medium","Area","14",1
0.350890075765766,0.396963482867033,200,"High","Large","Area","14",1
0.3256315,0.408087224870976,10000,NA,NA,"All","15",1
0.070015411774886,0.107607482280444,1321,"Low","Small","Allsmall","15",1
0.169834497542607,0.251926247041488,3850,"Medium","Medium","Allmedium","15",1
0.272351120436939,0.364391740646414,7565,"High","Large","Alllarge","15",1
0.124261146043913,0.113066855252499,200,"Low","Small","Spread","15",1
0.289192810620005,0.328048809685681,200,"Medium","Medium","Spread","15",1
0.356863170858307,0.466941835609656,200,"High","Large","Spread","15",1
0.0431571966956073,0.166022031599963,200,"Low","Small","Area","15",1
0.142500855443417,0.241189407473866,200,"Medium","Medium","Area","15",1
0.369508195357463,0.308654156585972,200,"High","Large","Area","15",1
0.3256315,0.407594373251138,10000,NA,NA,"All","16",1
0.070015411774886,0.107728005552941,1321,"Low","Small","Allsmall","16",1
0.169834497542607,0.252693413669318,3850,"Medium","Medium","Allmedium","16",1
0.272351120436939,0.364858593860586,7565,"High","Large","Alllarge","16",1
0.0545141976619885,0.133901393891864,200,"Low","Small","Spread","16",1
0.256143998118052,0.351681297843514,200,"Medium","Medium","Spread","16",1
0.396457532992286,0.514999697626218,200,"High","Large","Spread","16",1
0.0861218874028088,0.103052902366688,200,"Low","Small","Area","16",1
0.106846239559623,0.235556464836919,200,"Medium","Medium","Area","16",1
0.318622866454399,0.396185517066768,200,"High","Large","Area","16",1
0.3256315,0.407409589325617,10000,NA,NA,"All","17",1
0.070015411774886,0.107934088701227,1321,"Low","Small","Allsmall","17",1
0.169834497542607,0.252386725308583,3850,"Medium","Medium","Allmedium","17",1
0.272351120436939,0.365093941674825,7565,"High","Large","Alllarge","17",1
0.0561834221110662,0.0993656489779523,200,"Low","Small","Spread","17",1
0.246148708927322,0.365859507632633,200,"Medium","Medium","Spread","17",1
0.320191073788537,0.501804002793961,200,"High","Large","Spread","17",1
0.141352065809273,0.10628036216448,200,"Low","Small","Area","17",1
0.164238845474901,0.291754363171028,200,"Medium","Medium","Area","17",1
0.305627770433207,0.349402029310672,200,"High","Large","Area","17",1
0.3256315,0.407429618896554,10000,NA,NA,"All","18",1
0.070015411774886,0.108175753254627,1321,"Low","Small","Allsmall","18",1
0.169834497542607,0.252768460205969,3850,"Medium","Medium","Allmedium","18",1
0.272351120436939,0.364776809620551,7565,"High","Large","Alllarge","18",1
0.0895484776818921,0.0922243071041435,200,"Low","Small","Spread","18",1
0.249240906025369,0.460144418876454,200,"Medium","Medium","Spread","18",1
0.394154922096171,0.533305488372375,200,"High","Large","Spread","18",1
0.069384073350888,0.0950984030119441,200,"Low","Small","Area","18",1
0.123807640630434,0.221962810888564,200,"Medium","Medium","Area","18",1
0.296539209916022,0.488178890538342,200,"High","Large","Area","18",1
0.3256315,0.407895659044383,10000,NA,NA,"All","19",1
0.070015411774886,0.107854476329731,1321,"Low","Small","Allsmall","19",1
0.169834497542607,0.252932758481197,3850,"Medium","Medium","Allmedium","19",1
0.272351120436939,0.364805350508974,7565,"High","Large","Alllarge","19",1
0.00932132378341048,0.131670117285115,200,"Low","Small","Spread","19",1
0.254993418666335,0.345558371504067,200,"Medium","Medium","Spread","19",1
0.365660286358736,0.347835789857386,200,"High","Large","Spread","19",1
0.108198408497158,0.171945210803047,200,"Low","Small","Area","19",1
0.194494984604927,0.255221664872332,200,"Medium","Medium","Area","19",1
0.263043641342393,0.294408469845361,200,"High","Large","Area","19",1
0.3256315,0.407902227711422,10000,NA,NA,"All","2",1
0.070015411774886,0.108747446021627,1321,"Low","Small","Allsmall","2",1
0.169834497542607,0.252942765649148,3850,"Medium","Medium","Allmedium","2",1
0.272351120436939,0.364787428874822,7565,"High","Large","Alllarge","2",1
0.0244928270749977,0.015120030487821,200,"Low","Small","Spread","2",1
0.206137427667016,0.373072078613557,200,"Medium","Medium","Spread","2",1
0.321008144820868,0.556292264390847,200,"High","Large","Spread","2",1
0.0428583201410814,0.0454256845018106,200,"Low","Small","Area","2",1
0.176354575714551,0.191734922735296,200,"Medium","Medium","Area","2",1
0.269750839404902,0.310021352058138,200,"High","Large","Area","2",1
0.3256315,0.407634909540169,10000,NA,NA,"All","20",1
0.070015411774886,0.106853968037876,1321,"Low","Small","Allsmall","20",1
0.169834497542607,0.25208835038676,3850,"Medium","Medium","Allmedium","20",1
0.272351120436939,0.364918601041237,7565,"High","Large","Alllarge","20",1
0.023538262739566,0.0695593304555978,200,"Low","Small","Spread","20",1
0.286746417135329,0.430673990454036,200,"Medium","Medium","Spread","20",1
0.340904054716166,0.495051092727055,200,"High","Large","Spread","20",1
0.0556384402603234,0.119089253488885,200,"Low","Small","Area","20",1
0.182260192821315,0.263780411919783,200,"Medium","Medium","Area","20",1
0.361336066017038,0.311397408560563,200,"High","Large","Area","20",1
0.3256315,0.408009180070394,10000,NA,NA,"All","21",1
0.070015411774886,0.10729552557243,1321,"Low","Small","Allsmall","21",1
0.169834497542607,0.251525300796836,3850,"Medium","Medium","Allmedium","21",1
0.272351120436939,0.364987028029111,7565,"High","Large","Alllarge","21",1
0.0880303726295529,0.101723472515155,200,"Low","Small","Spread","21",1
0.193039015258351,0.39478642090712,200,"Medium","Medium","Spread","21",1
0.341243597325362,0.548884043651706,200,"High","Large","Spread","21",1
0.102047772461201,0.129111294807997,200,"Low","Small","Area","21",1
0.182643696369316,0.169761478619506,200,"Medium","Medium","Area","21",1
0.29920226404788,0.372930713633208,200,"High","Large","Area","21",1
0.3256315,0.408178043015828,10000,NA,NA,"All","22",1
0.070015411774886,0.10738358665369,1321,"Low","Small","Allsmall","22",1
0.169834497542607,0.252209948012782,3850,"Medium","Medium","Allmedium","22",1
0.272351120436939,0.364591241100456,7565,"High","Large","Alllarge","22",1
0.101149747420888,0.0992584260586878,200,"Low","Small","Spread","22",1
0.240113825593996,0.365012176060702,200,"Medium","Medium","Spread","22",1
0.355534936997308,0.463988469441608,200,"High","Large","Spread","22",1
0.0326023311222368,0.163864456113408,200,"Low","Small","Area","22",1
0.193377188369268,0.333064466833741,200,"Medium","Medium","Area","22",1
0.29436179049839,0.30268542155065,200,"High","Large","Area","22",1
0.3256315,0.408148605783127,10000,NA,NA,"All","23",1
0.070015411774886,0.108814520348309,1321,"Low","Small","Allsmall","23",1
0.169834497542607,0.252071120630541,3850,"Medium","Medium","Allmedium","23",1
0.272351120436939,0.364934397531278,7565,"High","Large","Alllarge","23",1
0.0530156425264182,0.0900048968952482,200,"Low","Small","Spread","23",1
0.196950486829514,0.313252310665649,200,"Medium","Medium","Spread","23",1
0.377008908490839,0.484523382625014,200,"High","Large","Spread","23",1
0.0972052551760678,0.160688349593468,200,"Low","Small","Area","23",1
0.179541922157999,0.315324600833581,200,"Medium","Medium","Area","23",1
0.357798458368525,0.326481265904475,200,"High","Large","Area","23",1
0.3256315,0.408329215815683,10000,NA,NA,"All","24",1
0.070015411774886,0.107329400614761,1321,"Low","Small","Allsmall","24",1
0.169834497542607,0.252885237139289,3850,"Medium","Medium","Allmedium","24",1
0.272351120436939,0.364623028307408,7565,"High","Large","Alllarge","24",1
0.0483483946287745,0.075411061480296,200,"Low","Small","Spread","24",1
0.251642856412654,0.428234938955285,200,"Medium","Medium","Spread","24",1
0.284563156587376,0.448496787125385,200,"High","Large","Spread","24",1
0.0807464734019057,0.120367548441403,200,"Low","Small","Area","24",1
0.13851109666787,0.132652522193804,200,"Medium","Medium","Area","24",1
0.215919159153371,0.348800659616998,200,"High","Large","Area","24",1
0.3256315,0.408164836255637,10000,NA,NA,"All","25",1
0.070015411774886,0.10658686737745,1321,"Low","Small","Allsmall","25",1
0.169834497542607,0.252473674898999,3850,"Medium","Medium","Allmedium","25",1
0.272351120436939,0.364106748571799,7565,"High","Large","Alllarge","25",1
0.103459281700962,0.105667530395063,200,"Low","Small","Spread","25",1
0.237745016638006,0.456856820601362,200,"Medium","Medium","Spread","25",1
0.320839701337007,0.458060840920108,200,"High","Large","Spread","25",1
0.0715537458694273,0.104286163741499,200,"Low","Small","Area","25",1
0.213489153693526,0.199117540334642,200,"Medium","Medium","Area","25",1
0.316716230065377,0.331788988863602,200,"High","Large","Area","25",1
0.3256315,0.407763622189799,10000,NA,NA,"All","26",1
0.070015411774886,0.108166094837422,1321,"Low","Small","Allsmall","26",1
0.169834497542607,0.251951926180665,3850,"Medium","Medium","Allmedium","26",1
0.272351120436939,0.364825836117911,7565,"High","Large","Alllarge","26",1
0.0602579227768738,0.13349849527312,200,"Low","Small","Spread","26",1
0.27198312085561,0.350161182649802,200,"Medium","Medium","Spread","26",1
0.405839745767462,0.517833728469515,200,"High","Large","Spread","26",1
0.0396050136825981,0.157733820767138,200,"Low","Small","Area","26",1
0.175001321361032,0.257287691235362,200,"Medium","Medium","Area","26",1
0.288079583259763,0.316432962198492,200,"High","Large","Area","26",1
0.3256315,0.407823587675093,10000,NA,NA,"All","27",1
0.070015411774886,0.107360717694039,1321,"Low","Small","Allsmall","27",1
0.169834497542607,0.252536700801911,3850,"Medium","Medium","Allmedium","27",1
0.272351120436939,0.364571634966485,7565,"High","Large","Alllarge","27",1
0.067818086590718,0.0503009387594096,200,"Low","Small","Spread","27",1
0.238691474388141,0.398998450425285,200,"Medium","Medium","Spread","27",1
0.36151981491364,0.430129372381207,200,"High","Large","Spread","27",1
0.0635742129723879,0.140856556537214,200,"Low","Small","Area","27",1
0.206867985462384,0.337165591035449,200,"Medium","Medium","Area","27",1
0.261723363512299,0.353459220026096,200,"High","Large","Area","27",1
0.3256315,0.408245664067311,10000,NA,NA,"All","28",1
0.070015411774886,0.10782885138422,1321,"Low","Small","Allsmall","28",1
0.169834497542607,0.252687014184888,3850,"Medium","Medium","Allmedium","28",1
0.272351120436939,0.364757296543392,7565,"High","Large","Alllarge","28",1
0.0583441657277076,0.144546162051765,200,"Low","Small","Spread","28",1
0.276061353030615,0.425210185861314,200,"Medium","Medium","Spread","28",1
0.29437406836949,0.438863720847922,200,"High","Large","Spread","28",1
0.120492028253839,0.129825537088173,200,"Low","Small","Area","28",1
0.173904410353165,0.199431098820337,200,"Medium","Medium","Area","28",1
0.248255001701584,0.315766446346251,200,"High","Large","Area","28",1
0.3256315,0.407907762241041,10000,NA,NA,"All","29",1
0.070015411774886,0.107798898339706,1321,"Low","Small","Allsmall","29",1
0.169834497542607,0.252033020441652,3850,"Medium","Medium","Allmedium","29",1
0.272351120436939,0.364540396795813,7565,"High","Large","Alllarge","29",1
0.0861693180250819,0.192880228829003,200,"Low","Small","Spread","29",1
0.256618356240248,0.413621902987515,200,"Medium","Medium","Spread","29",1
0.327318613624538,0.539334117184658,200,"High","Large","Spread","29",1
0.102227948263302,0.101307642791574,200,"Low","Small","Area","29",1
0.146636494806997,0.354145252816504,200,"Medium","Medium","Area","29",1
0.202306204793381,0.379580343477395,200,"High","Large","Area","29",1
0.3256315,0.407973080176508,10000,NA,NA,"All","3",1
0.070015411774886,0.107792792383703,1321,"Low","Small","Allsmall","3",1
0.169834497542607,0.252659425517165,3850,"Medium","Medium","Allmedium","3",1
0.272351120436939,0.365203302986496,7565,"High","Large","Alllarge","3",1
0.109760873684707,0.136807882970907,200,"Low","Small","Spread","3",1
0.206683137253336,0.308416539046163,200,"Medium","Medium","Spread","3",1
0.310895526554659,0.492088609092186,200,"High","Large","Spread","3",1
0.0544479074669562,0.0750451192610763,200,"Low","Small","Area","3",1
0.229663580313171,0.291508462067316,200,"Medium","Medium","Area","3",1
0.299481038375805,0.457268751063797,200,"High","Large","Area","3",1
0.3256315,0.407841584979417,10000,NA,NA,"All","30",1
0.070015411774886,0.108071703382318,1321,"Low","Small","Allsmall","30",1
0.169834497542607,0.252689931063024,3850,"Medium","Medium","Allmedium","30",1
0.272351120436939,0.364986904577631,7565,"High","Large","Alllarge","30",1
0.0505554217744588,0.135567763974001,200,"Low","Small","Spread","30",1
0.227332025334206,0.384833619539776,200,"Medium","Medium","Spread","30",1
0.340859385856879,0.416839866428693,200,"High","Large","Spread","30",1
0.0758471499556136,0.0939777872431331,200,"Low","Small","Area","30",1
0.137689352843282,0.341322272153093,200,"Medium","Medium","Area","30",1
0.343183056430427,0.329350453606689,200,"High","Large","Area","30",1
0.3256315,0.407470073773496,10000,NA,NA,"All","31",1
0.070015411774886,0.107299355116091,1321,"Low","Small","Allsmall","31",1
0.169834497542607,0.25248892721807,3850,"Medium","Medium","Allmedium","31",1
0.272351120436939,0.364610465039362,7565,"High","Large","Alllarge","31",1
0.0546816506896496,0.105247652220476,200,"Low","Small","Spread","31",1
0.211012809493584,0.345348534319097,200,"Medium","Medium","Spread","31",1
0.317437879471254,0.432285488074999,200,"High","Large","Spread","31",1
0.115484145749894,0.10524834431569,200,"Low","Small","Area","31",1
0.105838653471259,0.187241293191235,200,"Medium","Medium","Area","31",1
0.272810297543926,0.341962794070315,200,"High","Large","Area","31",1
0.3256315,0.408310375695077,10000,NA,NA,"All","32",1
0.070015411774886,0.108139805374954,1321,"Low","Small","Allsmall","32",1
0.169834497542607,0.2525064007511,3850,"Medium","Medium","Allmedium","32",1
0.272351120436939,0.364638837691809,7565,"High","Large","Alllarge","32",1
0.0439082716078785,0.0999735447328105,200,"Low","Small","Spread","32",1
0.202012379238213,0.324281774952179,200,"Medium","Medium","Spread","32",1
0.320167401887308,0.53393583749149,200,"High","Large","Spread","32",1
0.094994537878043,0.063559973040993,200,"Low","Small","Area","32",1
0.141027325982961,0.267696911587505,200,"Medium","Medium","Area","32",1
0.252919750980834,0.348233470036191,200,"High","Large","Area","32",1
0.3256315,0.40770146818956,10000,NA,NA,"All","33",1
0.070015411774886,0.10717752469566,1321,"Low","Small","Allsmall","33",1
0.169834497542607,0.252198971854667,3850,"Medium","Medium","Allmedium","33",1
0.272351120436939,0.364452509217292,7565,"High","Large","Alllarge","33",1
0.0634197811638095,0.0771396670426024,200,"Low","Small","Spread","33",1
0.182877221332512,0.481150920408847,200,"Medium","Medium","Spread","33",1
0.301745398369918,0.553737113762828,200,"High","Large","Spread","33",1
0.085780927244771,0.0893585895515636,200,"Low","Small","Area","33",1
0.183347236956315,0.357603264252442,200,"Medium","Medium","Area","33",1
0.314863372553833,0.401808652109835,200,"High","Large","Area","33",1
0.3256315,0.407495635236987,10000,NA,NA,"All","34",1
0.070015411774886,0.107630510768638,1321,"Low","Small","Allsmall","34",1
0.169834497542607,0.252227542543392,3850,"Medium","Medium","Allmedium","34",1
0.272351120436939,0.364737609399943,7565,"High","Large","Alllarge","34",1
0.0717601332212937,0.115258003891377,200,"Low","Small","Spread","34",1
0.251529856684202,0.337631041067179,200,"Medium","Medium","Spread","34",1
0.301686884916743,0.564828461387395,200,"High","Large","Spread","34",1
0.0741671155562703,0.0849959431289296,200,"Low","Small","Area","34",1
0.183238052100864,0.278292560137224,200,"Medium","Medium","Area","34",1
0.241140134507707,0.324642901418187,200,"High","Large","Area","34",1
0.3256315,0.407808871962016,10000,NA,NA,"All","35",1
0.070015411774886,0.107715564428772,1321,"Low","Small","Allsmall","35",1
0.169834497542607,0.252574048878273,3850,"Medium","Medium","Allmedium","35",1
0.272351120436939,0.364785919561004,7565,"High","Large","Alllarge","35",1
0.0697833940138379,0.110241058954045,200,"Low","Small","Spread","35",1
0.224060236336916,0.399883029245443,200,"Medium","Medium","Spread","35",1
0.332572730329687,0.583580338112261,200,"High","Large","Spread","35",1
0.033359491848299,0.113542593227402,200,"Low","Small","Area","35",1
0.212941081789154,0.284715563556588,200,"Medium","Medium","Area","35",1
0.277078374626015,0.408173235566319,200,"High","Large","Area","35",1
0.3256315,0.407826309950272,10000,NA,NA,"All","36",1
0.070015411774886,0.107682392909765,1321,"Low","Small","Allsmall","36",1
0.169834497542607,0.252693482376456,3850,"Medium","Medium","Allmedium","36",1
0.272351120436939,0.364888918308542,7565,"High","Large","Alllarge","36",1
0.0473997386555735,0.087791804497927,200,"Low","Small","Spread","36",1
0.238733685351637,0.360087330910937,200,"Medium","Medium","Spread","36",1
0.349352374093508,0.509493204666519,200,"High","Large","Spread","36",1
0.100792366402192,0.0429981999974693,200,"Low","Small","Area","36",1
0.187371089116607,0.3023305598318,200,"Medium","Medium","Area","36",1
0.216147823935759,0.29431017353862,200,"High","Large","Area","36",1
0.3256315,0.40800778062358,10000,NA,NA,"All","37",1
0.070015411774886,0.107678592708793,1321,"Low","Small","Allsmall","37",1
0.169834497542607,0.252336660320023,3850,"Medium","Medium","Allmedium","37",1
0.272351120436939,0.364941220854672,7565,"High","Large","Alllarge","37",1
0.0741258798927644,0.0955038058038638,200,"Low","Small","Spread","37",1
0.250964227649259,0.401409823887295,200,"Medium","Medium","Spread","37",1
0.383684754483867,0.432799648168928,200,"High","Large","Spread","37",1
0.084990930693951,0.0859259534259382,200,"Low","Small","Area","37",1
0.108386152848436,0.187983896341118,200,"Medium","Medium","Area","37",1
0.250752115083543,0.311035255368741,200,"High","Large","Area","37",1
0.3256315,0.407860529968283,10000,NA,NA,"All","38",1
0.070015411774886,0.107404438950477,1321,"Low","Small","Allsmall","38",1
0.169834497542607,0.251908878806179,3850,"Medium","Medium","Allmedium","38",1
0.272351120436939,0.364561657003984,7565,"High","Large","Alllarge","38",1
0.0521589053981358,0.0758547939857572,200,"Low","Small","Spread","38",1
0.265753081355303,0.397727248661952,200,"Medium","Medium","Spread","38",1
0.356641042569187,0.418608991493399,200,"High","Large","Spread","38",1
0.122027114087206,0.08262340923907,200,"Low","Small","Area","38",1
0.143728108868971,0.30991870493662,200,"Medium","Medium","Area","38",1
0.249051162139792,0.352008608937233,200,"High","Large","Area","38",1
0.3256315,0.408476584729842,10000,NA,NA,"All","39",1
0.070015411774886,0.107765118503685,1321,"Low","Small","Allsmall","39",1
0.169834497542607,0.253147821775503,3850,"Medium","Medium","Allmedium","39",1
0.272351120436939,0.365122738297665,7565,"High","Large","Alllarge","39",1
0.043286079185464,0.13449460092985,200,"Low","Small","Spread","39",1
0.266822601379025,0.437342048163295,200,"Medium","Medium","Spread","39",1
0.404225655077329,0.527098653032043,200,"High","Large","Spread","39",1
0.0521115440895701,0.0617810145633429,200,"Low","Small","Area","39",1
0.191536361566775,0.184755412869608,200,"Medium","Medium","Area","39",1
0.32865018346681,0.265214117104202,200,"High","Large","Area","39",1
0.3256315,0.40754999122128,10000,NA,NA,"All","4",1
0.070015411774886,0.108600438646749,1321,"Low","Small","Allsmall","4",1
0.169834497542607,0.252590691935894,3850,"Medium","Medium","Allmedium","4",1
0.272351120436939,0.364830497421292,7565,"High","Large","Alllarge","4",1
0.038055385113101,0.0848105017139999,200,"Low","Small","Spread","4",1
0.215340490754838,0.367087584752997,200,"Medium","Medium","Spread","4",1
0.315242610455564,0.489765918323025,200,"High","Large","Spread","4",1
0.0151190967597517,0.0961409918414439,200,"Low","Small","Area","4",1
0.124476957735677,0.23336592982076,200,"Medium","Medium","Area","4",1
0.283027557433856,0.294484913992321,200,"High","Large","Area","4",1
0.3256315,0.407778157660048,10000,NA,NA,"All","40",1
0.070015411774886,0.108336816999186,1321,"Low","Small","Allsmall","40",1
0.169834497542607,0.252739122440129,3850,"Medium","Medium","Allmedium","40",1
0.272351120436939,0.36516258194531,7565,"High","Large","Alllarge","40",1
0.118299550141153,0.120823895880351,200,"Low","Small","Spread","40",1
0.237877276549481,0.384690464224737,200,"Medium","Medium","Spread","40",1
0.346930080705778,0.505426113900257,200,"High","Large","Spread","40",1
0.0681099975559044,0.151670798089849,200,"Low","Small","Area","40",1
0.166832862570396,0.266581571440123,200,"Medium","Medium","Area","40",1
0.278494726725429,0.371450346813102,200,"High","Large","Area","40",1
0.3256315,0.407728369638659,10000,NA,NA,"All","41",1
0.070015411774886,0.108398966176989,1321,"Low","Small","Allsmall","41",1
0.169834497542607,0.251893400307548,3850,"Medium","Medium","Allmedium","41",1
0.272351120436939,0.36485535564764,7565,"High","Large","Alllarge","41",1
0.105459154839115,0.125489652325347,200,"Low","Small","Spread","41",1
0.174642565446601,0.367872055041974,200,"Medium","Medium","Spread","41",1
0.321160533274057,0.448155540886879,200,"High","Large","Spread","41",1
0.073156909823023,0.110325680267104,200,"Low","Small","Area","41",1
0.192948035641147,0.310061559545741,200,"Medium","Medium","Area","41",1
0.203413652166739,0.285176986893875,200,"High","Large","Area","41",1
0.3256315,0.408899757292987,10000,NA,NA,"All","42",1
0.070015411774886,0.107053306924489,1321,"Low","Small","Allsmall","42",1
0.169834497542607,0.252226872250794,3850,"Medium","Medium","Allmedium","42",1
0.272351120436939,0.365145154992577,7565,"High","Large","Alllarge","42",1
0.0706196011571662,0.159181047434311,200,"Low","Small","Spread","42",1
0.227275450299072,0.39946004778722,200,"Medium","Medium","Spread","42",1
0.34494167738894,0.45227590587737,200,"High","Large","Spread","42",1
0.0916385536448209,0.0662892430542013,200,"Low","Small","Area","42",1
0.188883128026343,0.287994299389278,200,"Medium","Medium","Area","42",1
0.257515252218101,0.334089740043654,200,"High","Large","Area","42",1
0.3256315,0.408267319417592,10000,NA,NA,"All","43",1
0.070015411774886,0.107709451005225,1321,"Low","Small","Allsmall","43",1
0.169834497542607,0.251576641792843,3850,"Medium","Medium","Allmedium","43",1
0.272351120436939,0.364598915831132,7565,"High","Large","Alllarge","43",1
0.0477573609881407,0.144094213322936,200,"Low","Small","Spread","43",1
0.219303517335654,0.307905819001007,200,"Medium","Medium","Spread","43",1
0.3740789587099,0.536297322052185,200,"High","Large","Spread","43",1
0.112806982690506,0.146051413406547,200,"Low","Small","Area","43",1
0.215240508117512,0.210403493078091,200,"Medium","Medium","Area","43",1
0.32349742029684,0.379744435611116,200,"High","Large","Area","43",1
0.3256315,0.407977241321686,10000,NA,NA,"All","44",1
0.070015411774886,0.107312008563454,1321,"Low","Small","Allsmall","44",1
0.169834497542607,0.252169015600437,3850,"Medium","Medium","Allmedium","44",1
0.272351120436939,0.364584016437885,7565,"High","Large","Alllarge","44",1
0.0287369305318339,0.0795422178474276,200,"Low","Small","Spread","44",1
0.237397509314172,0.401444072368016,200,"Medium","Medium","Spread","44",1
0.312011367174074,0.383694514431571,200,"High","Large","Spread","44",1
0.0636113861587046,0.0962545839119913,200,"Low","Small","Area","44",1
0.0997542034060297,0.267054245653672,200,"Medium","Medium","Area","44",1
0.318696101433214,0.375814243939525,200,"High","Large","Area","44",1
0.3256315,0.408429713484288,10000,NA,NA,"All","45",1
0.070015411774886,0.108096580228007,1321,"Low","Small","Allsmall","45",1
0.169834497542607,0.252326913210233,3850,"Medium","Medium","Allmedium","45",1
0.272351120436939,0.364814250707643,7565,"High","Large","Alllarge","45",1
0.0865283474348958,0.080616877714037,200,"Low","Small","Spread","45",1
0.24858195678339,0.45103892391138,200,"Medium","Medium","Spread","45",1
0.336419701840577,0.517814234711945,200,"High","Large","Spread","45",1
0.0570505530197297,0.200702319561806,200,"Low","Small","Area","45",1
0.210246975666928,0.266002445096711,200,"Medium","Medium","Area","45",1
0.267288337690313,0.402521030332132,200,"High","Large","Area","45",1
0.3256315,0.407788024923121,10000,NA,NA,"All","46",1
