"Mantel","Cohen","Samp_Size","Spread","Area","Scenario","MC"
0.761636242176991,0.803828836288127,200,NA,"Large","Area",1
0.740235245,0.77004560265004,10000,NA,NA,"All",1
0.7711543903702,0.805962186892453,727,NA,"Small","Allsmall",1
0.776826602538324,0.811249167509545,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791410330332214,5989,NA,"Large","Alllarge",1
0.744588104418411,0.720568117709722,200,NA,"Small","Area",1
0.687938502170624,0.795405842359658,200,NA,"Medium","Area",1
0.799997167878123,0.778971857343555,200,NA,"Large","Area",1
0.740235245,0.769482336644983,10000,NA,NA,"All",1
0.7711543903702,0.806548746373948,727,NA,"Small","Allsmall",1
0.776826602538324,0.810732215927198,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791200317763056,5989,NA,"Large","Alllarge",1
0.790219005788676,0.835056753885224,200,NA,"Small","Area",1
0.735215816129331,0.82436610851579,200,NA,"Medium","Area",1
0.714370805463061,0.790621035161074,200,NA,"Large","Area",1
0.740235245,0.769947569831783,10000,NA,NA,"All",1
0.7711543903702,0.804944252032038,727,NA,"Small","Allsmall",1
0.776826602538324,0.810765123433423,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791014330003848,5989,NA,"Large","Alllarge",1
0.784889109052303,0.763726014649284,200,NA,"Small","Area",1
0.786534678414994,0.828576260084561,200,NA,"Medium","Area",1
0.762327502091054,0.837080652257734,200,NA,"Large","Area",1
0.740235245,0.769856018758165,10000,NA,NA,"All",1
0.7711543903702,0.806579588679448,727,NA,"Small","Allsmall",1
0.776826602538324,0.81106246360655,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790905379784889,5989,NA,"Large","Alllarge",1
0.79169578867071,0.820582320792098,200,NA,"Small","Area",1
0.752038795300919,0.780878722324123,200,NA,"Medium","Area",1
0.756373702243822,0.793064816187663,200,NA,"Large","Area",1
0.740235245,0.77025423701674,10000,NA,NA,"All",1
0.7711543903702,0.806856132199204,727,NA,"Small","Allsmall",1
0.776826602538324,0.810571753269663,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791198730607932,5989,NA,"Large","Alllarge",1
0.791859871337047,0.796262950279349,200,NA,"Small","Area",1
0.766686404154309,0.773375045617477,200,NA,"Medium","Area",1
0.747858051795003,0.767303353312781,200,NA,"Large","Area",1
0.740235245,0.769765669203845,10000,NA,NA,"All",1
0.7711543903702,0.807373189797215,727,NA,"Small","Allsmall",1
0.776826602538324,0.810455432154341,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791614502575721,5989,NA,"Large","Alllarge",1
0.768562132597954,0.733260403080323,200,NA,"Small","Area",1
0.71838397234943,0.799817737558968,200,NA,"Medium","Area",1
0.737471068626031,0.802382900655734,200,NA,"Large","Area",1
0.740235245,0.770099534059651,10000,NA,NA,"All",1
0.7711543903702,0.80544295921529,727,NA,"Small","Allsmall",1
0.776826602538324,0.810643635349495,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791621746673388,5989,NA,"Large","Alllarge",1
0.751679493132881,0.734815016023173,200,NA,"Small","Area",1
0.775720612650766,0.775408621756758,200,NA,"Medium","Area",1
0.741818897830787,0.76251486533877,200,NA,"Large","Area",1
0.740235245,0.769758918734514,10000,NA,NA,"All",1
0.7711543903702,0.807635711601534,727,NA,"Small","Allsmall",1
0.776826602538324,0.810992154993863,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791455922524575,5989,NA,"Large","Alllarge",1
0.739632109928012,0.794619343216612,200,NA,"Small","Area",1
0.744176470252124,0.801782291883047,200,NA,"Medium","Area",1
0.769921837087188,0.800220001549588,200,NA,"Large","Area",1
0.740235245,0.769827919936792,10000,NA,NA,"All",1
0.7711543903702,0.806888286051256,727,NA,"Small","Allsmall",1
0.776826602538324,0.811280687535237,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791099161332181,5989,NA,"Large","Alllarge",1
0.771989797241191,0.753496086493041,200,NA,"Small","Area",1
0.794612311061654,0.900587795347321,200,NA,"Medium","Area",1
0.842161931408611,0.733114842764278,200,NA,"Large","Area",1
0.740235245,0.769604794006626,10000,NA,NA,"All",1
0.7711543903702,0.806139993668479,727,NA,"Small","Allsmall",1
0.776826602538324,0.811427728019477,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791453091737162,5989,NA,"Large","Alllarge",1
0.802994308118893,0.832320341702899,200,NA,"Small","Area",1
0.801991461861074,0.844828576230603,200,NA,"Medium","Area",1
0.675042112438629,0.73211799086331,200,NA,"Large","Area",1
0.740235245,0.770004645366227,10000,NA,NA,"All",1
0.7711543903702,0.806161978932747,727,NA,"Small","Allsmall",1
0.776826602538324,0.810765275938299,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790506128065155,5989,NA,"Large","Alllarge",1
0.79594378012709,0.857582259738754,200,NA,"Small","Area",1
0.838179922647497,0.824219648588618,200,NA,"Medium","Area",1
0.769640158221418,0.852902617996306,200,NA,"Large","Area",1
0.740235245,0.769545526549987,10000,NA,NA,"All",1
0.7711543903702,0.807006559845746,727,NA,"Small","Allsmall",1
0.776826602538324,0.810626644721564,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791097937746712,5989,NA,"Large","Alllarge",1
0.796130477529962,0.781698668066903,200,NA,"Small","Area",1
0.726866600305488,0.840604648019119,200,NA,"Medium","Area",1
0.835037395811605,0.749502476422514,200,NA,"Large","Area",1
0.740235245,0.76950555895404,10000,NA,NA,"All",1
0.7711543903702,0.807373794697682,727,NA,"Small","Allsmall",1
0.776826602538324,0.810730140479941,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790978670959862,5989,NA,"Large","Alllarge",1
0.808718916525044,0.849685150894241,200,NA,"Small","Area",1
0.754351777199133,0.832428896879707,200,NA,"Medium","Area",1
0.79078779184468,0.770344671614462,200,NA,"Large","Area",1
0.740235245,0.769730605716794,10000,NA,NA,"All",1
0.7711543903702,0.806622138680287,727,NA,"Small","Allsmall",1
0.776826602538324,0.810512439049865,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.79145231009354,5989,NA,"Large","Alllarge",1
0.813250095691752,0.822940166808718,200,NA,"Small","Area",1
0.772263817921857,0.841595845699824,200,NA,"Medium","Area",1
0.758240253965884,0.800126411884814,200,NA,"Large","Area",1
0.740235245,0.769630696134564,10000,NA,NA,"All",1
0.7711543903702,0.809435311591988,727,NA,"Small","Allsmall",1
0.776826602538324,0.811503470263232,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791454340034259,5989,NA,"Large","Alllarge",1
0.81345143298362,0.787847914750064,200,NA,"Small","Area",1
0.831590342667323,0.821580040593962,200,NA,"Medium","Area",1
0.761117908742238,0.834051979299326,200,NA,"Large","Area",1
0.740235245,0.769691670769057,10000,NA,NA,"All",1
0.7711543903702,0.807635590720391,727,NA,"Small","Allsmall",1
0.776826602538324,0.81091343630212,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.7912443917921,5989,NA,"Large","Alllarge",1
0.793657017129923,0.825613470426735,200,NA,"Small","Area",1
0.770944976632263,0.849188445341409,200,NA,"Medium","Area",1
0.738757112416383,0.754890974845413,200,NA,"Large","Area",1
0.740235245,0.769733110837057,10000,NA,NA,"All",1
0.7711543903702,0.807503176521325,727,NA,"Small","Allsmall",1
0.776826602538324,0.811153664405637,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791493669003863,5989,NA,"Large","Alllarge",1
0.794643380334946,0.823864818430084,200,NA,"Small","Area",1
0.808483960995909,0.828589488537088,200,NA,"Medium","Area",1
0.803714836723862,0.793968372116018,200,NA,"Large","Area",1
0.740235245,0.770040713467191,10000,NA,NA,"All",1
0.7711543903702,0.806693033535557,727,NA,"Small","Allsmall",1
0.776826602538324,0.810585686895735,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791391179285335,5989,NA,"Large","Alllarge",1
0.762202709182426,0.814814507354051,200,NA,"Small","Area",1
0.807924736695051,0.811615378061397,200,NA,"Medium","Area",1
0.768126965308084,0.829009844460747,200,NA,"Large","Area",1
0.740235245,0.769461372601641,10000,NA,NA,"All",1
0.7711543903702,0.806479244622779,727,NA,"Small","Allsmall",1
0.776826602538324,0.810755906178671,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791192786255554,5989,NA,"Large","Alllarge",1
0.75110360098422,0.77914529559922,200,NA,"Small","Area",1
0.855571804488904,0.797882654275306,200,NA,"Medium","Area",1
0.782503271171337,0.84448813469651,200,NA,"Large","Area",1
0.740235245,0.769952917763424,10000,NA,NA,"All",1
0.7711543903702,0.807202117586063,727,NA,"Small","Allsmall",1
0.776826602538324,0.810132548953107,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791302491016827,5989,NA,"Large","Alllarge",1
0.733868199230219,0.827043924669899,200,NA,"Small","Area",1
0.791122195881407,0.818104595154958,200,NA,"Medium","Area",1
0.793613366580634,0.824672600434057,200,NA,"Large","Area",1
0.740235245,0.769653518982242,10000,NA,NA,"All",1
0.7711543903702,0.807116434996424,727,NA,"Small","Allsmall",1
0.776826602538324,0.810667658700302,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791418346846933,5989,NA,"Large","Alllarge",1
0.763506253256681,0.804509827439313,200,NA,"Small","Area",1
0.820750156752488,0.843658325612487,200,NA,"Medium","Area",1
0.808385951271423,0.733515193409468,200,NA,"Large","Area",1
0.740235245,0.7698353261824,10000,NA,NA,"All",1
0.7711543903702,0.806110437536168,727,NA,"Small","Allsmall",1
0.776826602538324,0.810548076028644,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791450191885185,5989,NA,"Large","Alllarge",1
0.775581091075861,0.858111564061184,200,NA,"Small","Area",1
0.861024304389653,0.771201643285474,200,NA,"Medium","Area",1
0.704454846850508,0.779929911936573,200,NA,"Large","Area",1
0.740235245,0.769710806359834,10000,NA,NA,"All",1
0.7711543903702,0.808117100832899,727,NA,"Small","Allsmall",1
0.776826602538324,0.811030367688402,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791061295165053,5989,NA,"Large","Alllarge",1
0.791034241329757,0.749565329722261,200,NA,"Small","Area",1
0.80156060660695,0.783112395046493,200,NA,"Medium","Area",1
0.679323054535984,0.706600990379109,200,NA,"Large","Area",1
0.740235245,0.769771177212873,10000,NA,NA,"All",1
0.7711543903702,0.807565187799794,727,NA,"Small","Allsmall",1
0.776826602538324,0.811169158247771,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.79191355833501,5989,NA,"Large","Alllarge",1
0.77777072358445,0.784710950360787,200,NA,"Small","Area",1
0.751741253351403,0.799139303945575,200,NA,"Medium","Area",1
0.782019500396833,0.790422650482483,200,NA,"Large","Area",1
0.740235245,0.769621204901269,10000,NA,NA,"All",1
0.7711543903702,0.808220286708588,727,NA,"Small","Allsmall",1
0.776826602538324,0.810740581458111,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791696381016015,5989,NA,"Large","Alllarge",1
0.756549872402275,0.869117817116228,200,NA,"Small","Area",1
0.78673031944072,0.866261442442886,200,NA,"Medium","Area",1
0.743458737477422,0.756026407552196,200,NA,"Large","Area",1
0.740235245,0.76955547555959,10000,NA,NA,"All",1
0.7711543903702,0.806922898670616,727,NA,"Small","Allsmall",1
0.776826602538324,0.81047556565904,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791164673235424,5989,NA,"Large","Alllarge",1
0.735845329603784,0.806406563508208,200,NA,"Small","Area",1
0.72368908242991,0.862914605009188,200,NA,"Medium","Area",1
0.717140371036993,0.801173918117228,200,NA,"Large","Area",1
0.740235245,0.76973424919639,10000,NA,NA,"All",1
0.7711543903702,0.807913135278768,727,NA,"Small","Allsmall",1
0.776826602538324,0.810652001853236,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791564392841381,5989,NA,"Large","Alllarge",1
0.745075831364398,0.777367677118745,200,NA,"Small","Area",1
0.751427034859839,0.830611339448075,200,NA,"Medium","Area",1
0.756701167698926,0.832305499886207,200,NA,"Large","Area",1
0.740235245,0.769632825543266,10000,NA,NA,"All",1
0.7711543903702,0.807511248488804,727,NA,"Small","Allsmall",1
0.776826602538324,0.810400823635741,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790870539937312,5989,NA,"Large","Alllarge",1
0.746589826761181,0.826968826899296,200,NA,"Small","Area",1
0.745466237158545,0.893954133253886,200,NA,"Medium","Area",1
0.872643844724752,0.818229798897952,200,NA,"Large","Area",1
0.740235245,0.769933040817007,10000,NA,NA,"All",1
0.7711543903702,0.80527932731445,727,NA,"Small","Allsmall",1
0.776826602538324,0.811332787710705,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791467889785528,5989,NA,"Large","Alllarge",1
0.745822769767845,0.843204814846344,200,NA,"Small","Area",1
0.782229478012425,0.854314758453914,200,NA,"Medium","Area",1
0.784045088076952,0.803837691691566,200,NA,"Large","Area",1
0.740235245,0.76993282863418,10000,NA,NA,"All",1
0.7711543903702,0.807212900398483,727,NA,"Small","Allsmall",1
0.776826602538324,0.810236731885771,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791366907208607,5989,NA,"Large","Alllarge",1
0.81752661565322,0.820997484762732,200,NA,"Small","Area",1
0.814605453921241,0.764909351425657,200,NA,"Medium","Area",1
0.760768022149572,0.818724327315681,200,NA,"Large","Area",1
0.740235245,0.769852418546166,10000,NA,NA,"All",1
0.7711543903702,0.80723206523707,727,NA,"Small","Allsmall",1
0.776826602538324,0.81097627545995,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791240270401971,5989,NA,"Large","Alllarge",1
0.775630187785511,0.827778410076819,200,NA,"Small","Area",1
0.767457047372332,0.794008247450638,200,NA,"Medium","Area",1
0.758986955462161,0.820707920603978,200,NA,"Large","Area",1
0.740235245,0.769760467268121,10000,NA,NA,"All",1
0.7711543903702,0.807870831809024,727,NA,"Small","Allsmall",1
0.776826602538324,0.811032190573719,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790991561868999,5989,NA,"Large","Alllarge",1
0.760936444160041,0.833471478895338,200,NA,"Small","Area",1
0.763072799663454,0.794584368432263,200,NA,"Medium","Area",1
0.782829897821278,0.771505251827295,200,NA,"Large","Area",1
0.740235245,0.7696175355796,10000,NA,NA,"All",1
0.7711543903702,0.806328530647905,727,NA,"Small","Allsmall",1
0.776826602538324,0.810844536716879,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790992849473687,5989,NA,"Large","Alllarge",1
0.83753060551414,0.782912127561538,200,NA,"Small","Area",1
0.791856436592514,0.813923604896725,200,NA,"Medium","Area",1
0.776930259392338,0.784611986514245,200,NA,"Large","Area",1
0.740235245,0.769640203742562,10000,NA,NA,"All",1
0.7711543903702,0.805714060285321,727,NA,"Small","Allsmall",1
0.776826602538324,0.811224079532819,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.790957348713886,5989,NA,"Large","Alllarge",1
0.814802740770621,0.80090751300238,200,NA,"Small","Area",1
0.718315601054135,0.878799395275287,200,NA,"Medium","Area",1
0.77600234418749,0.795083210879442,200,NA,"Large","Area",1
0.740235245,0.769724885324059,10000,NA,NA,"All",1
0.7711543903702,0.806927509484667,727,NA,"Small","Allsmall",1
0.776826602538324,0.8102286798993,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791342605587385,5989,NA,"Large","Alllarge",1
0.774568540529256,0.823246096743446,200,NA,"Small","Area",1
0.783848659338426,0.732545005394693,200,NA,"Medium","Area",1
0.680738377923408,0.83998701847181,200,NA,"Large","Area",1
0.740235245,0.76965752690451,10000,NA,NA,"All",1
0.7711543903702,0.807883871998658,727,NA,"Small","Allsmall",1
0.776826602538324,0.810432370843818,2874,NA,"Medium","Allmedium",1
0.75809230651373,0.791093954603986,5989,NA,"Large","Alllarge",1
0.784297738619505,0.752979401737001,200,NA,"Small","Area",1
0.742538400563202,0.846635336282449,200,NA,"Medium","Area",1
0.787240786455769,0.794719710848581,200,NA,"Large","Area",1
